row ID,row m/z,row retention time,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,Unnamed: 33
171,640.046809515591,1.7092261111111111,115004.41293780535,246321.9017659912,259432.51208386212,110363.24981414793,240351.96346337878,224651.0898413085,27598.673554016143,136648.60257049566,42763.90341513064,100492.96069616704,36336.994822936984,141805.6972800293,143140.1765172424,109726.3080412292,30294.18704150395,142164.8252348328,153612.06538311773,80064.61868865968,34837.69493853747,83071.26473437494,268364.57406878663,247522.43613818372,222720.1242565917,162100.05773901366,262322.32437615964,180329.86473779296,35584.68289926148,168547.52272402952,180662.11292245472,57966.82988275139,
177,854.5607363623574,2.192614444444444,368351.5893836057,361970.72429254116,393130.7272645871,326524.8010773928,420081.95851391647,375243.3031830441,345384.0576276856,343591.6717365112,367762.09237524425,345036.00837551925,337475.0208701169,348871.09030712873,357482.94422903436,334796.8127645262,343655.179077545,363215.8971687621,349775.64001211576,359780.0575900271,342952.91157214355,380250.1879253235,338157.73117572017,320045.0859560545,375705.853775574,303427.1338725587,328751.21636468556,322477.46531570447,344556.95062121603,344937.0258336945,327589.78224041744,386905.20428991714,
178,498.2890157283307,26.93568333333333,703582.5527392562,675060.9457031264,732621.7473582439,841345.1018444852,694872.9653500348,687622.3035797139,31098.33854492208,31431.756552429204,1955.6328976441773,36061.614047241186,28687.902465820454,95153.46496459992,94201.06257141149,3326.7345246886543,101047.84748535123,101651.24196411118,105308.21413757297,219988.7976388545,102195.11553649882,204134.45515441863,219047.9672390742,229252.13617096012,194044.55496765106,106398.99105834991,199852.3489135741,100236.85050323461,106181.13804260234,96802.38611663802,105488.26939910863,107183.19588195783,
185,658.6081572761907,2.0432416666666677,612700.7513391111,586692.9032850344,579488.0470200806,553313.0350950927,624120.6402229004,632209.5573084106,598205.7973415833,599587.2931944581,610846.591326538,589592.3137504272,597966.637739929,580496.3552078247,596217.8004758607,619289.2311903993,583079.7935805662,624397.0603775936,599843.0497069092,585232.5077440796,618478.2729411011,597314.9130352479,602555.379059601,588700.7676903077,589186.8988897097,573858.7091889649,592587.644553772,596552.8030845642,566198.6410671386,611099.1459151611,570695.1453943787,580994.8166787415,
189,640.3197174140046,29.576738888888887,4344340.702792055,4112165.669357605,4126111.0639071637,4129945.227311706,3737666.4610156314,4205212.704347534,4497048.912605592,4552853.0193801895,4471315.186391601,3527493.717409666,3731768.681967772,3635417.844348146,3698625.175957029,4401595.9896932915,3543814.688789057,3522925.8628515587,4518582.904539794,4262655.439529115,3491789.4885546817,3608951.79458252,4291311.73741211,4296611.520034787,4332289.107265621,3615933.880278318,4417667.163541262,3556098.5911059575,3658070.9591406286,4228451.917169491,4247632.197398683,3618729.8789770487,
194,678.0029850245343,1.7192988888888885,83687.56222644055,84017.28721801747,91775.63212274152,80542.78186389165,89101.55696191387,150759.26606884753,46466.44628720097,38078.69096255495,39810.242920349134,39720.82088366692,31648.502715454128,60126.223766723626,52707.19845489497,39896.5604792481,47147.80059774785,55983.907391052286,50255.046311493024,134551.0631701966,49918.890798767,135580.4651922301,90496.52262591547,95777.41708117675,148200.5348780517,56589.918445068244,101719.96906420912,59016.20779663094,58358.23880401608,48185.70557739253,52246.37057904054,49652.502456542985,
198,311.2180346874792,34.109655555555555,677725.4418066405,611676.3509887729,609531.5561621101,487215.3310986313,473801.9177661143,492194.59310546727,443808.0460546875,473210.46780517907,707438.0931469719,447785.93387206784,466737.1343115189,906433.768911142,922278.5041467207,540633.968491209,932009.0828002995,1132368.4451635685,940508.2401318344,287036.70439941174,1064830.3630517488,350774.2652148429,399707.2427026382,295738.2954296861,231616.4785839841,1181967.2132666013,505721.42674072523,1442323.573542469,1199943.64718811,1279583.5652099578,1200414.2668176384,1427772.464179701,
204,336.95191827387583,1.7595894444444442,545032.7262532347,627185.4038250729,677503.1122814026,443194.76577441423,395424.44017593365,366469.7404616089,1098151.1114013677,820551.4142079467,708807.0099415283,971804.1174574579,696434.4130275574,787857.4579993286,829167.6247198489,682899.756050232,699717.1314365235,537346.3553358462,464122.4796339415,1128982.072896545,587899.0275327148,762325.6805076299,804894.4559932862,1139801.3867604372,1158661.496930786,1068513.914937866,796201.6733237308,853920.2136784671,1116300.1335744627,895266.1056548461,1153611.0269604495,764541.1947402648,
217,432.7511723132009,2.0264594444444453,417132.57342773455,410783.89267529314,485728.1660522461,453427.0741406251,501795.5054785157,519131.7325522462,447938.91034375,510075.13187695295,446402.05956445326,438523.826590332,499437.2856220703,431698.06921582046,420794.74559082044,527814.7582114256,428905.78395361296,446543.82045849576,509275.042935547,469493.64442480466,509154.1728964843,488640.1549465336,427092.6695224611,510855.5328906248,476613.33667236357,515803.8691689454,449502.245476562,433017.1218398436,424194.43354492175,437044.80274121097,434679.7007626958,407145.5093466796,
240,480.27696263713005,26.967577777777773,568931.2915161119,543219.3515768443,580779.382912291,676609.0897229022,556519.2460592636,552484.165610353,5254.5483486938065,27683.515811462385,1750.0299096680692,1090.4813745117044,1799.9898596191172,76306.17014465359,78689.78456481961,2725.118472595347,82889.48214935293,72183.69829650858,77136.49958953807,173519.9744735715,77746.00975799539,159040.47679565413,173893.88104370082,171115.63464843787,167332.8333581537,85040.97158752481,163988.36918670643,84291.80303985577,75511.36830200179,81415.40228240956,82393.94112976054,87631.00784606923,
245,533.327267412535,26.939038888888888,525747.5785995472,500089.89431244007,540348.2356222519,628324.0715322895,512758.4998645007,495980.17811218405,5613.6756835936185,8559.336429138004,9601.195003661991,23643.0616546631,1646.57942626951,50598.979431152766,70302.16029235856,7239.82201553362,59741.55066162093,55777.63936035118,67159.09246734572,152884.6020492551,66033.49716064429,150736.17354125966,150346.48601470914,154018.96045806922,139834.24400390594,54396.66905761749,148931.41402221663,73183.4871789549,83801.49496337872,66234.66573974566,79404.90760681135,71158.20528228761,
258,522.6758093879985,2.0298172222222224,498429.12256561284,514721.9714533693,490557.9123916627,465008.11409304815,529931.0290618897,511239.437805176,497422.27069128404,486217.92705197143,489948.99224945065,496105.827236023,501108.5990591431,469174.47133776854,468071.858688553,497742.4562803345,494640.3883090819,483709.77643212886,488356.5515613707,483261.34004528815,486229.15429376217,491899.86890847783,486769.8559662172,485123.43898309313,482357.09938867204,474878.7073299561,485510.0595563964,488384.526611084,477873.8861642761,499416.7588594972,490320.53739471437,480083.38308770745,
268,425.37747113376207,37.8551,632064.4095111096,570658.6396838402,603352.3883441172,526406.3823309359,692486.2969799836,691247.636930543,711451.2426934773,747593.9873141488,854068.5805822781,715941.3603952078,921039.431566775,300547.5274609357,483044.16775390756,811493.0736865223,694816.3808428979,786423.5430145295,723581.1222949234,733427.775507815,745226.906715087,696918.0989267002,698947.5647351097,801459.6866223118,743850.7687945503,609721.1492028844,686972.7620291162,623303.7168148806,645689.882031556,593727.3733770769,656184.6123919665,646404.234581301,
331,401.2310170815354,33.46695555555555,156532.37011108676,55121.60919922257,19495.41040344209,8320.932601318309,288249.9033361813,36297.76140747107,712462.8416210872,880605.0470031877,958030.7264410424,1653478.938759149,1737951.8984100253,1575343.7793627966,1618135.411884772,941282.225624383,1637742.4118374663,1512108.1359503197,609759.1097375493,50599.442076416715,1518831.2614654554,318901.35384887544,217144.8250585921,90487.28324950881,112290.31665221749,1007784.7229443169,273674.87490112236,1057023.961374516,952968.6172119176,354476.2212988158,1007225.0995507843,1048773.5365576132,
350,417.22935308270064,33.44680555555556,232195.42364715887,32740.115511475004,49625.53732177695,64177.33757568407,716871.4577709945,132345.73160003652,532636.4834698464,603557.0842364529,348213.33503784303,929236.2408691413,915534.593025509,911066.6839965788,731720.3078796429,552106.4479315178,986525.949682618,1030756.6448822052,646990.280289309,335984.63024048076,984243.24450318,710251.7760821589,318447.6974053948,444388.0330151314,487063.8735699399,736919.2522216813,508497.9122537253,757329.5183984394,776628.091392822,175719.04640746643,761835.0338708492,736408.3213049297,
357,305.2328998160596,15.130376111111113,379260.9024765322,350804.5425025636,348103.9472750855,374219.49519772345,386682.7086675111,381431.03064895596,118108.35807232655,121039.97696044914,152158.64073199447,116780.75806579586,148387.56905563347,423349.2399320375,332953.2999081115,153675.47902899154,343851.6009341129,367328.968306549,466074.50362243655,175508.32036819428,377629.22095864883,215389.76408068847,221659.48349780292,173920.79838653575,160265.56259960934,248154.09629632538,206623.12989004515,246531.6237075197,245502.1728639525,230647.44026501512,256602.52199905398,269286.34577468893,
379,333.26378648830763,25.750338888888887,411056.70503723033,348566.10132202285,334325.92313842697,325830.3824798594,416035.0724694809,400963.5164740002,721471.2780859398,726351.8609326151,962580.7009127805,751258.8989395151,897376.9616168223,675148.8386169454,573564.2808377093,925058.3739422607,702570.4082293684,754092.8120867909,455342.0538885471,231106.62133270197,747589.5160937477,322914.0893511953,325353.6425402825,222433.04611877524,226485.52451751727,969169.9925329613,335185.4268063348,1164583.936771241,944417.6977075172,1064668.0973895227,962318.9080627413,1205195.3253286772,
380,377.22882167974143,32.150627777777785,591630.9663412475,558081.1894821172,534937.9950659175,1748557.5712921168,589239.9089007591,605713.7964730846,101744.57538757319,90228.92429504433,115911.62123504715,23305.74802856418,65383.663489379374,300229.5700488286,115618.01979675295,53512.665306397044,304438.251213379,328176.4321270765,347736.5094165037,10437.037518921568,318582.3872741706,57575.30744262706,75439.0883062747,16794.890347900142,15667.132553711244,46059.900695495635,60535.99065246576,58619.72350219702,52894.74426666288,66820.80497833251,58989.86263641351,110951.18757873462,
382,715.9583986035576,2.4897099999999996,649749.258051544,623351.8937724301,658260.5443324584,649448.8610488889,631159.3723975831,629824.2888988948,283173.83242199704,258093.25313781732,241562.4949142456,272238.21789367666,226635.9275793457,339192.9743511963,351973.9433677063,240856.45127639768,342228.7065278625,344070.20545654296,343751.1761120606,678200.5697103576,351627.407424057,691952.3078002622,675556.5238252563,668622.8076282041,656667.8692575071,407043.02564495854,694940.2177818298,406866.08362106327,399573.3271539612,395113.2486738282,416605.5211709898,409561.5028000489,
404,715.958675552134,1.7293727777777772,107211.27026806648,103053.25945758047,102670.08123358144,101673.17274884038,114726.94979363994,113329.0199425049,62197.69126824956,43663.83468750001,52902.42763888551,49251.38778271479,38961.863512207055,81119.49649584961,73361.35261798091,40842.63065625003,61971.1780556641,76666.46366909798,62250.15970504769,161036.94224859626,60070.595936614925,167770.00549243155,114377.10884783938,116049.33515988155,109343.9332877806,68580.92473974597,115334.68060168467,63815.71805377204,79877.4188181152,60729.375903564425,68642.37668115237,67887.72740997319,
439,379.24793717194945,33.56935057471264,155136.26926269772,53915.36398437873,0.0,86833.28039062189,197016.50868163828,32133.253442383524,563652.0372363257,716905.0106689498,801900.4152294975,1257661.5666772455,1383760.8332165526,1286498.070507809,1476530.606246341,812879.5738354425,1533071.845454102,462738.8233496108,599356.3540704353,33920.41438476638,1239940.271713864,211489.1187548796,203446.11286132765,133549.78306152427,154930.25870727305,498762.11223632423,250971.45377929878,547181.4191796884,513869.37398437614,250990.4799255299,507075.096337889,507200.0461718735,
471,315.25409109151326,27.075016666666674,363727.97356353735,334553.03996063164,314242.4098504642,328962.19412048307,381798.80125152593,384032.0992419428,808959.4389587373,775716.1870690923,1025767.3539776648,778277.4786761494,958805.3819763148,1158312.6740640241,1148982.7814855932,984548.1712835731,1215084.9719165054,1403685.123526617,1444232.3681005882,261350.9574331666,1420594.431142886,335069.9617102056,327043.5920748897,252580.5952020264,263809.2408950797,1407302.8239080848,352410.9947973644,1507865.5227331491,1405194.4571545452,1378182.765600282,1420028.0790518215,1541476.494066157,
504,352.94545843408895,1.7562327777777775,281629.8306986389,266154.14222869865,265309.3854554443,267404.97558898927,265045.36120233143,267219.83476522827,450375.532833069,446573.31153802475,498945.79087191756,447026.74003732274,477489.85410644545,532188.7229376831,521609.19604669174,470839.6475536804,539564.2798046876,682917.6685676882,672645.3277145389,306687.6254283142,665454.1500040893,337357.41170913697,357479.63110336306,303671.56453964236,299459.2885673217,566940.0611263423,367065.6669790954,673708.908209656,584834.5179031983,666639.992841095,567476.3573569336,717435.7661452027,
531,353.22986321427794,25.36081111111111,329842.334181518,305866.3165771483,306266.6351708982,321868.3648846432,320083.1103039547,327155.3099749757,310053.458894043,315835.99789794924,718981.8153863542,326578.7251428225,453886.01917114155,556134.6985375971,558996.8228588864,440674.8777978525,580936.6797143556,799073.3311523453,826814.6838928238,149365.40630859387,801140.149861452,192594.67159301788,182542.89786743128,146148.74711914055,138244.22956970162,767093.6621081554,194567.6222924811,1805932.8549755826,1105397.6996765155,1638112.417838137,1130205.793194582,1909555.094022214,
549,310.2611628623628,1.6418605555555557,152129.4978990478,123758.37600811766,125063.34236962894,120969.12892962644,126006.94476123046,121454.25450030515,188843.4305538025,209910.57515060442,235011.6983043519,186455.040763092,242950.2516636353,243981.66275518798,177600.12680676265,245221.11829638676,194376.28866033925,195038.40595578,215935.25541674808,197410.3540423584,239234.1235528564,149326.25462692257,143884.91758480837,123003.4239464722,140563.40592874144,187171.3758311768,143010.25595489505,208273.50525555425,194933.9740090027,186460.4187909852,192017.33791537472,195413.85264495848,
557,314.98806604162985,2.4561322222222217,516831.9187586976,463355.9834387511,444669.52367581177,450030.2218959351,466061.3353981626,481129.7732193602,786680.5443661804,784203.1524349974,873275.3231826173,786089.6007850034,850480.1395046997,933941.1052596436,923815.8059417723,825321.3198184205,981894.6234646912,1159292.4208312994,1166295.559153778,591215.4538113403,1183571.9781378629,581379.8313653565,618214.1072923279,529894.9186823424,571021.6895109253,932686.4299190672,625146.5919521789,1172336.561923645,1002943.6060710757,1158066.055586395,990662.1230755008,1200383.5242346493,
642,500.380787919173,30.199644444444445,1874948.7870489503,343749.96342559817,1775165.0852438346,1809958.5287521372,1215021.102268068,1511526.8095861818,1962412.9133712768,1982909.18572571,1922142.991008301,1215011.6609741205,1032942.3960620121,1094391.5179736335,1213757.2270239252,1946942.8340914897,1264927.5772167991,1500869.8539648429,1964568.8576123044,1904854.7379052741,1165655.9644335927,1502455.15126953,1508764.7231225614,1905680.2440121442,1919358.6932308944,1522284.2407836898,1455077.9202954113,1527135.2686352555,1153019.481223147,1318732.5881689452,1080819.9031835943,1419188.6768139638,
683,645.2758933295953,33.56466666666667,1570320.6513818384,64149.28281250443,0.0,23797.007373047032,0.0,38522.75724609352,1727864.992543946,1814602.8551312303,0.0,0.0,0.0,0.0,0.0,1941374.7462988158,0.0,0.0,1736884.1525872806,33783.247265622835,0.0,0.0,1750429.5171316531,33391.16970702901,360190.07371094724,0.0,1953296.9668701254,0.0,0.0,0.0,0.0,0.0,
722,377.228928891603,33.455200000000005,117769.57556121955,26624.168115236214,27649.864857177403,23174.539146728705,132425.01154174784,42816.114337158484,27825.07155853228,38159.18882141226,41297.24172058103,28696.200191039432,47489.236571044064,46959.01257354752,50317.82156066941,57175.154124144006,39032.40786743251,44357.329653319706,44437.1986816403,14877.476126403923,50423.98546508823,4307.353707275689,202900.50257842804,35743.960300902756,17125.7122204575,116348.24645995973,246892.01737731879,196012.81107909954,114855.69440673948,103210.00066405932,127499.66998779569,245755.85811034837,
789,353.23011792572737,22.89435555555556,258624.18411804165,250856.37700073273,231104.8440759274,264183.66720764164,257698.96796264642,262131.70685302804,703788.4700341817,703994.9039202855,1704717.1556152313,707765.2259338398,1050534.2714453137,3504043.269354271,3579359.7507983614,1031264.2910491923,3725547.082922347,5133253.633795145,5292226.71248777,371392.5865856925,5069880.332779518,473789.3289562975,478165.7198779293,352696.19960205234,360149.83426391595,2628646.4479901115,478413.5517321761,2894951.6668042005,2614653.241334218,2575840.580199576,2626222.1798248184,3032406.5916485763,
1082,314.98905776849523,1.739445555555555,63472.93481030278,67109.99199243158,62625.65326989738,62599.00169882206,61880.462298461796,86872.46369818109,123856.64216900645,111941.0327954407,157030.05170663455,112362.02950195297,131319.29013723767,157122.37173086544,139910.10399676507,131970.2848987733,139004.63739031993,186325.03394390887,167550.69173370386,96845.69572024538,165700.85910235578,102990.31403527826,85379.55376904299,71178.36617254638,68356.07455419912,130550.98742016574,81089.0525410157,145461.2544752199,147849.83907763663,138866.517230133,131067.06383563235,162294.79076660168,
1889,353.22450351762564,18.90994444444444,147451.26668701143,99705.95919677759,92300.01037689188,99217.60232849082,145003.74251342815,141855.6143969724,14878.637943115311,20235.878224487136,9127.086800537054,12599.076401367507,23689.33228271501,23834.540792236494,22055.85938903825,4768.4581604003615,21388.949814452983,64644.206251220276,59358.604640502526,3824.0687149047694,52872.99445312466,14443.07266235344,11470.331104736391,11330.435357666169,9229.44937469489,28292.387265625064,19595.742011718645,37380.98776855478,40602.52509094227,34027.666530151364,16688.599835204965,26989.40941589373,
1980,784.0551390813482,2.573645,339562.4714352723,315763.57203479,295339.6784709472,281074.45620227064,289348.2928666076,278771.3748274536,1091506.6012680663,1189582.9596935424,1143087.4443869023,1195372.265102203,1066773.4775228885,1018873.1363538519,1013853.3719665835,1145243.2836650086,1002155.3634803772,1020757.0149583437,990546.8797647095,329710.4438300171,989874.4792944646,276737.63939181523,267758.54909118643,313598.68571472174,342402.5055774841,900155.4131998597,268851.09820904536,722057.1856561888,970217.9332093504,878412.0195658264,936556.7079871828,800295.6417783812,
2221,327.2089928260892,15.041390000000005,11359.633443115416,8872.792465454173,107402.56469238273,8244.661259277409,19248.810284759453,4902.6910874024215,5953.753348510837,12240.189978027349,9319.814061523237,18304.603529419004,43341.30762451172,22466.729575439444,6958.40769107059,4987.446249023439,22019.71913146976,26013.843205810543,7488.4735769041345,39845.75986230449,12572.729611572267,88844.12135238647,7186.675592468232,10062.160319580238,56011.58376321411,7602.015955078127,30748.560785156358,7542.0379307862295,76733.08836633293,28962.8075345457,23396.43239563016,8025.247473388498,
2341,331.2476779332848,21.64346666666667,121133.9764648441,83153.9233251952,73262.26204589881,74252.15891235301,116909.48325805715,116716.28208618141,491843.01949707133,504308.3959667967,686117.1870971661,517711.854180907,653578.6362115503,1432339.9694140647,1427661.3823449719,666161.4364172347,1541454.818300778,1657317.9954870562,1755785.9692852742,175380.82985778854,1659463.8545642055,248612.67193237305,250748.4820690924,157579.73220031714,167977.3916796882,1721549.3045715285,268872.5427453612,2437836.621903085,1689250.9365209928,2184510.287934575,1755111.604252931,2342135.2187896683,
2343,662.0279859401743,3.0571661111111115,1194794.4661451115,1245988.269307281,1324998.9648966368,718203.2807072751,1235465.8273743587,1250750.0638247682,453951.92098983756,415888.4232740785,370188.1892630615,425526.2232892762,366266.5448439941,594244.3328814389,529367.9632720946,418532.32590979023,584515.5470053866,550993.6480873106,580680.0732883603,1311855.5634249572,570978.168832306,1375191.351490264,1345163.0050153192,1231180.3694635613,1251089.9487341607,727024.9442038577,1376009.8664505617,746063.816973907,785840.8198434444,742631.2664541013,658707.6333170163,788563.1944553524,
2386,365.04217069531677,3.502075,1164962.8779775705,288023.32498559565,1260835.8038334046,1064995.455022553,993073.8137873842,1039860.0849303588,1531633.1701718753,2040395.771504151,1838982.3696191418,2111311.6122548818,713497.4654531254,1304570.6177626958,1262684.485827881,1638406.451998536,1275218.2882834477,1001523.1449111323,1941023.276839112,1198679.4835307,1014667.8349628905,163414.30878918452,127254.13045043939,130471.02985083006,1382944.6526125807,1417593.002001953,1011213.4354473872,1049049.1899482424,1431876.2946884762,1147260.5315444334,931036.0391147458,1418976.5975122068,
2602,353.22455646854064,18.048616666666664,122073.70690307627,285321.8149060063,240893.82523834176,339881.58627014176,171085.26560729928,171405.5660968018,10517.579295654275,10865.291147461021,7162.751267700449,16545.400382995453,11285.893886413434,19956.33162780748,21336.069057617042,8521.384131164645,29382.923890381117,19415.4472613527,23135.778589477748,26372.98781341563,16591.538952026254,25481.452326965267,17277.609628906135,17985.39319091781,23229.88943298351,10628.26814147927,27252.940650024586,31811.7505435181,13076.659891662694,16225.817672424288,18319.840359497164,23254.70611083988,
2863,355.23993368689065,25.67478333333333,26346.884505615053,24928.378924560595,10912.051207275721,84561.31227905327,11038.309394531185,5483.54269653317,213954.03603393649,208259.25873290878,391493.835995483,202597.98281860372,287458.6622888187,200486.75657531823,190557.44295532297,284338.2498144527,199645.1670190417,210099.048554687,227204.4626818837,55667.38640258752,3874.2157739257573,80163.75956298775,8531.012088622996,47205.30996460007,47200.270909424034,272261.16810302803,91516.38083007788,345437.1453662114,11499.643747559354,313629.98608398275,12457.421865235196,344147.90225280885,
2999,331.2455291325596,24.303005555555558,148865.4023327636,106851.62971801784,92114.71136108405,105951.80889831565,139519.08268554686,153136.78675170912,10482.299450683531,5227.793781738234,45582.90709899924,11296.312396240166,62299.52817321781,506587.47864990204,506316.42720703117,27335.140241699035,402333.51290771476,477543.61379394593,332320.96325195505,3856.0432409667737,506995.13063964905,84179.63084167495,98970.01291992176,24834.30222412093,6291.255004882773,196672.30778442376,102908.008187256,338572.73560302646,197579.58030517606,309420.7333154291,197246.21343139652,355095.67546386685,
3373,417.2251021006647,18.402911111111113,190050.80432037328,49225.04037170429,52218.131040039065,55831.43012359633,87554.86679748532,78876.82575195357,59305.254167785664,50048.14432189934,175703.40743682886,50525.780669860986,85689.85579772925,92124.00941955547,99746.31679412867,83126.45882476824,226041.43523681635,86787.20342620852,71924.9890148927,99601.25028259259,40009.962433471985,117513.21777252165,149257.19759979242,109993.12590454127,113741.36865631086,103112.95479126026,121704.33441345225,120530.23382568365,120897.07930908233,46447.32381591793,130021.2183648676,23695.72534545872,
3440,348.2161781041612,1.7092261111111111,8406.380319702177,7134.8526348266405,6837.038546630861,7659.628837158193,7917.595889282228,8531.960364257788,14947.402972167996,12671.989035644536,14756.387589477545,26246.862062805172,20865.517727661085,13978.923906982383,12286.758474609342,14216.138604492124,11421.104324340842,11746.999098876975,23280.237441162128,12599.745745605493,12932.81696166998,11048.070112548796,10751.324062622041,9467.481295288104,11210.108631103536,14576.00334069827,23589.4817532959,14351.491280273396,15995.922614257845,12906.453660644494,12775.419205444341,28188.376568908658,
3538,417.22502039952883,16.339330555555556,122279.04265484626,69520.4748082277,82422.65053472895,77294.48938134774,106905.20092730726,55884.28446313501,73782.04080429059,66106.58181048567,106879.33104437252,71463.42756137074,86057.94658126832,256909.3330674136,655777.5203384093,75874.93617822272,270239.71100235026,86000.79546643057,100580.62788323946,76429.9077329406,241564.2544691468,71983.04259628296,53592.10553100602,70063.74901739506,73384.29312646485,158163.46866632078,70874.6685697938,16302.65957586656,137490.6898904724,10442.21518481445,154126.7129997254,57957.54657855218,
3734,393.2239397283498,8.811467222222221,79558.89716632094,61611.759567565794,89020.81518991095,86402.39342095946,80904.78354269403,86102.69381832881,34401.38089956671,16921.3392077637,19999.3584082031,25601.2012721251,15237.233823120081,25518.889842285203,20131.283383056627,22902.64968859861,20789.823290710312,31126.059028747568,31746.14297830204,23224.603693359317,7800.960070922842,25624.21997918704,29672.002087036133,17840.61954754647,28853.530781280417,195906.20699804704,29228.693835327114,278351.1272006833,9299.630628173629,263684.8382987062,4180.683875976563,411367.28809432994,
3883,313.237280430194,22.90275,77788.69165710441,85674.98152465845,72836.27131591787,82090.8224157716,76587.62945678714,77046.29153198288,258324.74079071113,252548.4849652086,354600.7590567011,238622.02107055738,329595.39943664585,948109.7336923259,964434.7708868448,344964.19819122273,983656.8360104341,1294081.2264221162,1331637.7012725791,130517.4161492917,1279401.8377633628,169641.22810150107,160997.04105895985,114248.47389526422,121522.16383697512,827138.5169635016,156817.87548400802,902956.8044305416,801280.4551446509,765166.9107269277,803226.8549890113,969082.7135211208,
3976,357.26012804240867,31.30609444444445,111352.61292419436,105974.10019165048,5126.11586608882,112510.89107116708,120003.98286560054,110173.79450683607,232654.02130493193,236053.5990270995,280093.10173339816,234921.01876220695,256999.62319213906,478498.37822326686,456332.4033959967,274370.0639135741,489174.8613146968,520997.45106445276,559489.9350830078,50406.67184661875,521552.1927465822,11862.569107055571,15438.136781616104,40528.5736791993,5062.551857910507,181149.7761157228,18513.770471191296,197506.06950927738,194662.41982666025,183189.26412719736,212043.6102673341,225912.7523559575,
4334,313.1535227911633,4.739521111111111,65950.01643661493,56308.98251470945,64078.937664978046,70234.23549597175,62522.96208477782,55480.01817309568,29172.74613397215,31536.56210406497,32565.542339843727,26473.970643249544,31915.97014263917,8337.913527770972,39012.51554968259,29343.657660034154,13502.96015673839,32040.696345458964,43356.37201696776,7989.235180053716,45321.92643322755,14110.33978503416,16611.449381584156,13297.140626953147,12157.231203521724,15640.194218063383,12781.68285049438,9491.417589843732,10839.843123275765,21120.39658126829,14468.371767394969,14292.975409210178,
4441,328.2714877243845,1.6913088888888888,40099.31650775146,31356.753312652574,33971.32255438233,38546.09196902465,33285.364603820795,33638.93804107664,49979.15853765869,61617.139578674345,69532.21258242801,51202.524260009755,72915.98052844235,50096.202692749015,45929.6541599121,68606.64540637206,53443.64786196899,47264.92742376708,59691.92610556032,39074.09734356689,59896.65959033204,39603.79518890379,41356.75013800048,35786.44081384278,40061.15745141601,54798.04994921877,43093.96630746459,54746.26031033325,57406.40482916262,60444.18446105959,50239.65320251463,52973.308300476056,
4970,349.2554312739299,11.972000595238097,69246.8909506225,65747.20109185795,63366.41198605344,66530.19413433841,71095.73174316404,53812.07020190419,7127.216730911215,10053.59088702389,17726.14595083615,4345.48372338861,14492.526851669249,24497.561765121358,22213.060631378237,6665.673616790709,21259.727881164566,56232.62680526737,57412.59038659652,674.0081002960221,58079.18166201782,3717.0128718414217,2212.026946746814,0.0,0.0,1413.947785034175,1224.115174941991,17662.792270889244,3313.920866302499,8119.178697326666,3296.4609370727667,19729.55744149781,
5562,311.2132794681268,29.99313888888889,72729.59374633817,7256.9741040038625,6751.0382080077725,7327.996083984331,4613.983980712863,7551.451752929643,36915.50156860378,7476.958911133332,85091.77957641546,8180.016989135679,31269.125623779764,2200270.435117185,2187441.228840329,11716.667867431535,2325489.573195804,2262200.8259545923,2342938.8840893595,142874.66570800837,2035790.012907719,201661.4730908204,217455.58108886762,151073.78015258757,141953.78652343786,15698.480537109283,220373.45437988293,158850.52816406282,10647.036611938394,7629.572871093704,23076.906418457744,176312.81456542973,
5694,303.1453346899092,17.546572222222224,279927.693593506,18545.830875244028,8437.337712402294,159097.46508056653,123800.50839599562,74149.23425292985,15426.534182128811,15964.455830078028,7938.508327636671,37717.46314331007,16506.11561279287,15323.249223633326,93619.3152478024,31808.319696044702,30191.04741210976,57969.70143310563,41798.298894042695,44415.583834228724,7839.283337402298,104064.54849731432,158355.47560791063,64123.929257812575,37561.70107543976,120526.36926635775,224827.1024865727,68413.06664917045,28150.08298217813,44283.951257324465,69677.48920898444,81693.0762939453,
