row ID,row m/z,row retention time,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,
135,477.19472246214536,10.016552777777777,725407.6736770172,0,717681.4978844753,682409.6639653333,0,0,63288.018193939206,64516.01245318633,0,901.7334690857062,0,65288.03411697398,314130.6688214419,321376.3304626236,0,320009.87202215573,241013.03261968985,254918.83619556413,825.2488261108326,0,0,640.9178597259502,234119.70732318074,0,8633.147097877556,0,13134.851255004864,14584.392133148182,0,0,
143,355.24814556308576,27.06494444444444,3602637.8632666036,3716759.0188452103,3666166.494522099,3543907.26099731,3609268.1712683113,3626526.6143237264,4566153.919415892,4462856.093847042,6874467.796927505,5709128.661634511,5648933.848549817,4575308.576000374,6798094.1165167205,7144042.406767578,7877219.263894652,6777287.485109867,1578041.0207751459,1497638.3277984597,7823675.781630877,7990063.039233399,1933888.730587156,1983297.1451550308,629919.3343725586,2013719.3548825087,1.07810906141968E7,1.2111201854244374E7,1.0895048066506349E7,1.0811726911866456E7,1.078657119591552E7,1.1711771346909158E7,
153,320.17230191932293,33.610458333333334,110746.22535157017,0,0,0,0,0,0,284276.7407031313,0,0,268352.1037499905,0,359098.62093750795,385674.7153124891,0,0,0,436458.76988282416,0,0,0,0,0,0,0,223766.49890625497,225202.92513672393,0,0,0,
157,652.9458519945475,2.296669444444445,640166.7814631803,798699.6738251644,933159.356265976,820245.1948039549,647533.7690649718,655270.4164241792,612692.1092059477,677836.0886694947,601983.7481446835,621201.3195049893,610155.1641240233,741556.9906373598,772945.6768960572,823728.0342831723,736592.0089762805,779130.8143254089,762008.4783834381,576773.6044099729,822910.2174396972,846673.401234375,785158.8661459044,795417.1976449587,632942.0917064747,796119.5006070558,553380.773542633,604963.7927879182,570090.4197077334,547680.0789323121,546225.8116893307,590314.1369388278,
158,718.6266093064627,2.1775033333333336,571189.3197908481,637628.1349573975,531272.5578597109,536006.2569839779,575921.4108810426,576833.5139697881,606419.5840644226,550061.9464057005,602747.8307611694,536863.9844066765,555824.7848972777,618224.226011215,603541.4315678101,544681.6499741209,567514.051845947,608986.7380860137,603029.9364066467,522773.84273251385,640516.702036453,558999.200354004,548761.1275282591,644378.0592579042,594746.8427645724,605578.5145830687,577519.7008778079,590260.5744923708,575300.3101123808,592595.3058604585,610704.8944802249,514817.3196455382,
160,678.0017359637557,2.6290455555555554,2350227.456091216,2344271.700369386,2367009.0250867773,2426607.699085054,2306249.594354402,2326565.8777628625,1033169.3940390015,926899.6311080931,892837.0220327451,598962.0212108155,777600.4222588504,1017399.7448630373,1275970.0560227504,1247003.8711587372,1246748.5045502787,1279694.6959730224,2502497.5328980084,2433812.1350044855,1056448.1387570798,1278632.4146557467,2512025.6273170775,2591335.262597291,2478329.124488084,2595826.6429277067,1555236.260373917,1539264.6986046757,1552039.74965599,1534278.4762813416,1431433.1707112126,1583162.9450424192,
174,620.6509209463153,2.108698333333333,584138.8326832277,877138.0435966492,602851.4890350951,824186.2211544649,880093.3153682557,655655.1856078188,603711.2582079467,642462.6216435239,873198.8163919679,849677.9262907712,861783.8908235779,596863.3083656768,597333.3165022584,585395.1481294705,852776.2617247317,847060.649156372,606140.8439849704,606958.6538767394,876708.2146954036,857404.2644172364,578312.3455534978,882569.8505227356,830886.5274380188,882652.7956856687,612597.618267166,818890.4827443543,828287.9579865875,791040.8037745971,591370.2005033114,827362.1299492645,
177,461.1987733737287,9.237066666666669,609019.9832687835,0,616405.7684731742,609031.9142297576,0,0,371035.4471249084,377249.39197726484,0,0,810.5815018920828,373793.4595623322,135876.93543803415,128389.63307238765,0,144325.14812919602,464407.97926109354,461238.23773587076,729.204920257562,0,0,0,452747.81575387536,0,799.3915711212132,0,0,0,627.8462706604025,0,
182,336.9517469503588,1.7595894444444442,629141.4393449094,545032.7262532347,452976.0343852083,677503.1122814026,170366.88670942685,187921.85846020497,1103645.0948588871,820551.4142079467,708807.0099415283,696434.4130275574,682899.756050232,971804.117457458,829167.6247198489,699717.1314365235,587899.0275327148,787857.4579993286,1130201.633376434,1158661.496930786,222468.2234276124,194947.58454785164,804894.4559932862,809935.099769745,1139801.3867604372,796201.6733237308,1068513.914937866,764541.1947402649,1153611.0269604495,1116300.1335744627,895266.1056548461,853920.2136784671,
197,325.1277120119587,33.63633333333333,85771.27953125595,0,0,0,0,0,0,234969.65193359897,0,0,253995.9851953032,0,0,0,0,0,0,413551.63339844876,0,0,0,0,0,0,0,0,0,0,0,0,
205,331.2482516883923,25.357444444444447,699259.7467138678,759596.135126952,685991.1962658688,680333.899406738,746875.6660632325,747113.9733300774,815003.3576013178,810964.9232177736,1122943.5311718786,1054441.513050534,1053442.2978649929,815225.2649646016,1464089.7467614734,2133170.5568206795,2079439.0188867245,1458072.5470507802,418156.84608276363,406517.8061572257,2055255.4411608926,2665414.820335699,547214.8483129869,534382.9672192389,401977.7166955563,557604.85218445,2236818.9229943887,2535229.6942016566,2463676.8921374534,2472405.279626469,2244658.7712744167,2368008.8635620093,
208,331.24874432072096,22.894355555555556,637949.049759523,696480.0300146474,655724.4475427247,629001.9149450673,670917.4644018578,675561.0883166499,2196049.509880377,2178251.9244982824,3065557.150853266,2827443.0260553025,2851138.7620373494,2209094.550833746,7936300.377814979,8333708.410766573,1.0819178102115437E7,7801623.213977088,1185798.051458128,1121943.207614746,1.0888907211256068E7,1.115431444954586E7,1412355.77098999,1436127.4594372518,1099090.0241540568,1451375.8273937933,6602308.142230836,1.26270669410132E7,6417089.3704443155,6368455.807067848,8956576.228734119,9756357.153145747,
209,640.3197105981744,29.590172222222222,4116097.5474438467,4344340.702792055,4129945.2273117066,4126111.063907164,4205212.704347534,3573648.087441408,4497048.912605592,4552853.0193801895,3486255.019929197,3639374.3179248045,4421495.248317866,3435242.517663577,3610979.1341015585,3453166.5044531235,3404030.058085936,3546104.5236059567,3153802.415624995,4332289.107265621,3434421.586542969,3369909.2457104432,4293004.742653352,3527191.3581762677,3380184.609711914,4417667.163541262,3533880.808588866,3534237.976437984,4249167.516257326,3574573.8605273454,4228451.917169491,3470625.669289549,
210,854.5607123169282,2.192614444444444,428514.3634696045,437583.92630987545,395768.93482188403,434615.1506136475,375243.3031830441,448746.44234924356,412133.70210192853,414568.3343550415,430108.76173370366,412742.9895902094,415541.0472286374,414267.28388241574,423246.88098855596,410580.80401835614,424512.3994210815,415104.0641907347,424488.46160827647,420447.13538067625,429229.6446591643,421699.242702942,420344.291552002,445564.3623764647,415875.4757758483,415911.53655773925,399025.08906681853,406203.6999053957,393205.8366105955,402431.41535461444,427374.5303710634,405213.2800810244,
217,498.2876738003839,27.04739880952381,681716.2708923351,705155.5079608138,845862.4706280546,732621.7473582439,690004.5687390156,697845.4142207318,2440.710941009527,3257.6935754394917,2652.02876068115,1320.9035589599903,3326.734524688654,942.2399999999877,61239.480062256756,6118.7364004516885,2130.6108294677456,0,0,122025.36032821635,2557.8411090087557,12105.780270080593,181095.5447537221,166731.75657012968,129105.65751159693,142130.33929931652,86161.09035980256,91177.44365692107,85790.61601959231,87273.70152893035,83259.69251815788,86359.14022857598,
225,943.3704668381977,17.148641025641027,476133.2145678706,0,457554.3361462385,454372.575167239,0,0,227653.2268530271,239202.70952026473,0,0,0,213763.77796020653,251257.12153831622,229312.67205352723,0,273034.45677932916,120903.84804504435,0,0,0,0,0,0,0,3117108.259050896,0,3172820.0570132467,3282134.716915127,0,0,
227,658.6084152684049,2.0432416666666673,513648.3079885865,529259.5392775426,479425.0433421171,496406.21687091043,530013.1814606627,624120.6402229005,598205.7973415833,519095.03588653525,610846.591326538,509577.76357501204,620955.876962799,515614.57629573083,596217.8004758607,583079.7935805662,539762.0542734981,537437.5391809694,486623.4088936081,492097.41466526024,558152.8184806212,521333.5721568451,602555.379059601,555149.7723843384,496836.96116448985,506893.31236880476,487564.42151716625,511273.77758886706,503470.5757622986,568418.4470086059,611099.1459151612,516279.00672851555,
228,645.2752246223604,33.598333333333336,128298.56562499978,46842.16773437947,0,0,0,0,56368.582387696566,163856.35381836302,0,0,1941374.7462988158,0,0,0,0,0,0,360190.0737109473,0,72084.2620312516,0,0,0,1953296.9668701254,0,0,0,0,0,0,
234,640.0469168425723,1.7125833333333331,247989.89221282958,164098.95685672015,168657.48658450312,259432.51208386215,228070.18832093806,240351.96346337878,27598.673554016146,64702.968765686106,93645.65277864077,39803.298276946975,53156.10475125119,3657.753992919917,144826.1492481689,59870.18698150637,94660.76543176269,141805.6972800293,144740.90227526857,226101.10000781243,142164.8252348328,153612.06538311773,268364.57406878663,92588.56737521356,247522.43613818366,267142.1218873901,66550.40869885255,123760.53131649776,181834.76427177418,101358.6649173432,168547.52272402952,68632.52930212402,
240,311.21633317381037,34.10965555555556,484617.94749511435,521296.43190430437,487215.3310986313,496115.17819824355,492194.5931054673,473801.9177661143,494784.2684301767,471486.28003906785,544760.106162105,543704.0823535139,518512.8388085925,507573.7476196283,663166.2567236247,651414.1242968785,712492.6405541972,673266.5674072263,410180.3711181613,375253.5614746125,728272.2290038998,711984.5717529234,449840.43344970903,446431.6150195315,406776.2353027303,447753.79564209044,958605.2708789002,1106280.744135759,1200414.2668176384,1199943.64718811,1022391.5713769501,1442323.573542469,
252,432.75232430968293,2.0264594444444453,463408.8336635743,469602.8935727542,426149.07148291,455013.88769238285,524547.0878378908,511069.4884379884,507399.44782421866,510075.13187695295,510434.8767182618,549482.7260546874,537234.1937802735,492853.0480610353,476636.04591064464,482782.01566748024,485295.53683984344,492912.1115869141,496629.29306640633,476613.3366723636,507136.75205712876,486769.78608203115,479831.83602636715,485559.93207617203,467803.334473633,447165.97403808584,501125.8523554688,461221.1058759764,487317.5773935548,479676.9576127929,489754.3270244141,433017.12183984363,
264,522.6757044875851,2.029817222222223,491063.08380044583,472893.3769461059,439323.83702413936,461400.728033661,511239.437805176,496939.7128624268,444428.8023571776,463178.75589822367,456046.0113277588,474706.81951312255,471012.66480859387,474435.10727343766,433856.81159222435,475130.1178000486,463679.2836428831,434762.1331268921,453756.97995291144,452745.4506264651,448555.27735279826,466788.8976028136,464245.83025183104,458971.3576633301,457362.92179150385,485510.0595563964,447922.18855725095,459772.0337659302,471008.3167276002,444124.2906476594,478137.39839593513,463344.3478325194,
265,499.16062769494044,17.13665476190476,614368.9031289679,0,558993.5466387935,602224.5610284444,0,0,416587.6445169068,401442.0453051774,0,0,0,358659.2924340829,407927.5535189844,353588.51486144983,0,369315.6536254887,179711.79407226594,175478.48177734547,0,0,0,0,0,0,1542827.937279359,0,1567156.5053727485,1496636.425178833,0,0,
268,480.2751650839121,27.039936781609196,525303.9965850837,369127.151878965,676609.0897229022,550030.8174563571,552484.165610353,558316.787687529,1178.2966668701017,2660.6455291747416,1750.0299096680692,1799.989859619117,2725.118472595347,1090.4813745117044,53883.93984039375,0,3592.735516357404,2315.2233059692344,109375.01620025627,93770.45732635487,3091.657859191868,2185.444271240283,152339.99493606467,133514.9758821107,97975.72908477807,111264.57122802734,67772.08143005404,76012.06223602286,77855.43728393564,69453.78904281587,75339.34040100072,73271.03678573556,
291,533.3272056136797,27.00822023809524,480548.97924972617,396632.5307498159,565272.9716250642,525281.4316082752,384722.36880417203,517717.9503091418,0,1583.4828140259451,1151.0314247131018,1646.57942626951,7239.822015533621,3486.365582885895,46397.504897461135,11363.445736084,2354.0908554078133,34611.088981934474,96392.5703067014,86535.9239053343,0,2710.4702890014114,143637.62402679378,127588.33419891374,110124.09320968695,117658.06556762743,32226.30953491202,73450.16043334962,73431.80564300541,72636.86453918424,64153.524218139406,69794.83944076483,
298,921.3894272831328,17.147155555555553,309664.41395996034,0,308456.8289215066,294945.4783647177,0,0,172092.68516937236,173510.43611999546,0,0,0,162134.53677673405,92522.79907806494,78524.6892926024,0,94086.0944194036,83156.64661750813,75811.11770996169,0,0,0,0,67243.35533721838,0,3618707.185047588,0,3698989.1842913916,3832753.374074079,0,0,
312,678.0032382002183,1.7192988888888885,84017.28721801747,86486.79065147412,83390.60111204533,91775.63212274153,150759.26606884753,149247.81171144088,55436.987240005525,43127.73669250494,44129.996807250995,52306.23280236812,72654.26158743279,55881.280117034854,60259.28476379392,64634.04447961431,52466.487772949105,67035.78520230103,140046.48360791022,149773.1039549102,66821.73400936894,72039.40820797737,93309.77494265742,141178.13747827138,95777.41708117675,169543.77817616265,94304.10890301512,68096.70820417785,53761.165186615006,67891.97588749694,72646.19755598449,60223.89359091194,
372,425.37788243920727,37.85510000000001,542881.5020748957,590092.1372627289,501261.7206504843,546512.1200119009,653185.7693284603,653418.9725827082,631424.963426355,711846.4304315218,757610.1201635748,866979.687841192,766703.8886437957,669462.8151533533,460132.1252441416,696252.6768249535,710462.3057760636,252525.82619140312,697069.0519239833,702074.3003236328,789485.3777700838,723581.1222949235,629107.8237896769,623576.7419584668,719673.8394142063,622398.439190369,574460.4036337303,650538.7654119873,620789.5641168203,577609.5445808395,595093.1813951128,587930.7854208307,
381,401.23110530891233,33.49884444444445,110243.21839843591,165281.55754394986,118328.47957641767,329581.90407653654,988391.3873193382,288249.9033361813,712462.8416210872,880605.0470031876,958030.7264410424,1737951.8984100253,941282.225624383,1653478.9387591493,1618135.4118847721,1637742.4118374663,1518831.2614654552,1575343.7793627966,191705.78435058478,96083.98656494074,1512108.1359503197,609759.1097375494,217144.82505859213,312415.23679687356,183324.3692260742,276075.87910155626,1007784.7229443168,1048773.5365576132,1007225.0995507843,931835.032500006,354476.2212988158,1057023.961374516,
384,379.2479825699301,33.56067816091954,107830.7279687488,157465.64934570744,86833.28039062189,0,59498.81423095616,220846.787891842,562837.5102050799,489405.50892579026,498659.90210693626,1276113.9250195331,554079.9506640504,596794.537421876,1674818.2141748075,1640629.7411962918,621935.4193994137,1401190.4820703096,33920.41438476638,92773.72498291057,462738.8233496108,599356.3540704353,234285.9480810549,240768.20314330992,164797.94384277452,196883.4524804719,599058.1260058577,640386.5676611324,675475.9735839863,626308.5806640593,259770.82388672588,640482.0660009779,
427,305.2326705259409,15.13037611111111,355400.18507379154,382550.4906495058,378317.711682846,425724.86153726204,387868.4913008418,469132.7035263214,122387.20927304063,123474.60508383166,158552.8843215178,152436.1928086395,166751.5941448821,121142.84922918698,433101.0726282348,461700.54548672534,547878.579714554,426830.9882807924,184906.67981642127,161982.50127539056,393540.41217193607,592137.3078629,226314.12118276997,216830.57963394167,175526.82903939826,208804.49503713983,255057.6811568295,271368.6663197024,263120.4005087509,245502.17286395252,238727.5487440494,253995.67226997387,
429,529.1689071610516,18.8275,617441.1305020142,0,0,400080.2920396434,0,0,127291.54637451214,0,0,0,0,0,161338.3783068854,0,0,0,0,0,0,0,0,0,0,0,10910.219877624695,0,70701.43143890439,0,0,0,
439,377.2257445625403,32.29416666666666,558081.1894821172,310926.9626428217,350889.52477905055,534937.9950659175,605713.7964730846,589239.9089007591,5614.80746643072,5714.284057616965,0,1743.3757766723747,18261.530449218237,3794.2995031739124,85239.57815612813,7222.335068969886,0,0,6318.770773925891,9098.277999572902,0,24412.08190856925,49999.81589172396,40601.69243835441,2083.7030471801895,11525.70798644993,29156.42700408957,87347.41116027735,40646.49120452835,41614.221434631385,0,0,
497,715.9581780601228,2.48971,646809.1667009734,607385.6331861876,584006.6310012819,669483.5636486054,639534.8321551355,612638.4763673553,234534.02120977791,239548.74725985722,231253.4378984679,229501.95963439945,232718.60946209717,257449.22800459285,325192.9324945374,325575.2684289856,316012.1271227724,323712.2085194703,646724.9406255191,669155.8401395261,319019.0829318238,296347.82579602045,640960.4564747923,704798.0843772886,649996.6036967771,709961.5691695556,393098.59555735777,371855.54871588136,390036.25571731565,367153.9318238832,363085.9381106569,396055.95223736577,
529,352.94515783680265,1.7562327777777775,90406.73242749023,99823.44512530522,92207.706921814,91945.18708129866,99911.04954263303,95323.77697927848,450375.532833069,163605.60410588075,498945.7908719176,180726.13348614506,184490.25431871027,143343.87593215922,521609.1960466917,539564.2798046876,665454.1500040893,181429.9998022919,114483.50333200072,106496.1245911254,682917.6685676882,672645.3277145389,124867.57642025764,119439.6476886291,109579.60969110118,128502.5186924439,204004.07520690907,717435.7661452027,567476.3573569336,586418.7479132081,666639.992841095,230753.24169628913,
547,417.22983647891976,33.495472222222226,82921.58216796748,232195.42364715884,87916.02827148316,591151.7034472649,636616.4990380869,726865.2571069322,532636.4834698464,603557.084236453,348213.33503784303,506361.9850439433,552106.4479315178,929236.2408691412,396281.5522509744,986525.949682618,984243.24450318,911066.6839965788,335984.6302404808,511345.7607952817,1030756.6448822053,646990.280289309,298545.96059570095,805565.5040625023,444388.0330151314,508497.9122537253,838060.8642187503,384825.71573486354,826128.5647314476,350814.7487890617,149378.76726562972,417728.01146972855,
577,314.9880984211815,2.456132222222222,449821.19094485475,438696.3837286988,400763.3800506594,352589.2544489747,443314.2728987426,423781.7335812986,788715.4508836365,785776.5668251341,874822.3501730884,852421.9133454895,785276.303092774,793510.9567178037,1069236.3301592176,1126002.7178409118,1353936.7305112914,840437.1875948488,465282.818154297,542365.8347009281,1164034.8913263555,1363917.6392943114,494484.88687426754,547963.8258731079,501561.61734753434,561393.9072373046,896364.5767425534,1367935.9122622218,992070.5875106204,1155959.6910129087,1159971.3886822814,1326744.5860169525,
585,848.618654336217,35.29399382716049,1389129.7474023246,1255898.049375015,1392825.663359406,1331237.1485009552,1322414.640585938,1325836.742968736,1096995.6118359466,91297.65039063162,1068975.6448437574,1279871.1249414147,1111426.734921913,0,1169610.5297461154,1071248.5074609343,0,1183598.960351555,1237007.508242166,1175383.0619922094,1030608.4972265959,0,1265132.406328097,1291583.8159667798,1119022.4194922075,1327965.783098152,1339290.3430761714,1222737.1057226644,1476738.570449258,1351369.9360693279,1294086.2008740334,1387127.687207031,
613,715.9591844012165,1.729372777777777,123737.79521868892,134902.9152699738,129934.1261173554,138013.35036483748,113329.0199425049,114726.94979363994,66306.90164866643,56845.604568664574,58137.789207122805,52982.68274700927,68033.07468466181,59805.16317266838,76668.06317321774,69331.58814819342,72919.49632662961,84506.93449667361,161036.94224859626,162735.27332185357,81051.20896539313,74834.1835592652,136233.10901080325,167770.00549243155,116049.33515988156,162062.43712780764,101183.36442016599,76264.13353363037,82217.67695556642,84887.51625674438,77754.1538057861,90208.68178291322,
654,353.2289902721155,25.353965517241384,315167.9320605467,329842.334181518,312625.5523992922,0,306446.0360003655,306096.4788186645,258204.9061059566,261585.04793762264,718981.8153863542,453886.0191711416,339986.24785705697,255592.23121154722,558996.8228588864,580936.6797143556,801140.149861452,556134.6985375971,121858.08305908286,115860.0678826905,799073.3311523453,826814.6838928238,176413.8533465576,193414.59937591624,106304.63436828561,169351.8527648933,767093.6621081555,1909555.094022214,783284.700440065,1105397.6996765155,1638112.4178381367,1805932.8549755823,
657,897.3881119645113,12.499813333333332,135758.56689681986,0,155676.63949926745,133493.92498465773,0,0,1088039.8620417193,1105849.2094793706,0,0,0,1165836.9687520305,2913763.8800386284,2918575.3420733693,0,2964751.444204514,119551.97394165029,107740.22442382784,0,0,0,0,96577.06594903649,0,17074.27560671994,0,15456.315172279377,15872.528223175002,0,0,
684,310.26100282828753,1.6418605555555559,126098.75887366483,219170.2562808914,168108.57600997924,172638.74924328615,176878.82535997004,127429.96502474976,253404.94861112974,297795.6524044953,320244.3722421571,329265.8330257112,325531.2066179198,267815.24790797435,247117.90018353262,264328.0085662841,315237.69678150944,259410.65937077333,201736.8689667206,193569.7957300568,268128.58986761473,289955.02108177193,207379.8840972061,150990.90703387448,176681.32180294805,196498.72987127688,264414.5226158676,270040.2247916107,281167.91396124254,262302.191541397,257595.1942320863,208273.50525555422,
694,500.38078503137575,30.281927777777778,1145038.8968676773,1032495.2736523416,1390933.1780175802,910681.9615917971,1811801.2029916372,1091978.9238696285,1282053.2396838362,716585.0415087872,980147.0855175781,889609.6047680645,1076885.330161133,1041443.605285646,1055507.6841674817,1084027.3975878896,991535.6746142589,954228.5811181654,1300583.1703735362,1323719.8354785156,1331012.2893750016,1057809.4490771473,1377402.4153247077,1366037.8818945303,1057789.3975512728,1314752.3418090823,1391724.6073657237,1253111.0666137708,914538.8790380849,1021978.3235327153,1157564.464672849,1399719.8797143572,
697,471.1817852757648,12.51747543859649,197999.46870013422,838.1704822540108,197779.5914233855,191500.423259705,0,0,415526.0304743351,406352.4552256317,0,0,0,401783.58143048093,684410.6302357168,666653.5082844855,0,665079.0099389647,156088.39098150673,166932.25952267434,0,0,637.0249982376147,665.6754166030862,123966.46518475428,700.6532812499977,71112.16934381101,0,69636.0950656891,80676.48315893544,0,0,
700,377.2301400346879,27.9522619047619,0,249496.93489257855,281219.62665161147,0,925366.4547192395,260184.3303625487,302956.4441760284,284194.2130126925,3110745.73338959,400425.7687231457,367729.59178588766,366123.5889782725,1821371.675424501,499337.21742065396,457636.29882812494,1842599.8343435684,90021.82023590083,89802.01085266173,454674.2868505864,482497.1351037593,125374.76404602038,116565.61544921817,82344.69891021744,121074.2602264403,585707.5199414054,574480.1860229503,579984.7786791957,599511.9035449189,531210.9808618156,553659.4124487301,
748,487.1553932295588,12.506527777777778,174120.02051690663,0,150989.97207959002,159233.0188870853,0,0,311392.9893535166,384370.1125942459,0,0,0,280522.2477409828,490267.66902815225,401362.89951531874,0,435422.8905321058,113593.75014337174,138300.6605540159,0,0,0,0,110511.42290295496,0,48302.102835197424,0,42741.45261712659,44613.390819641,0,0,
770,566.2774417719039,12.527129166666667,216301.37777276605,0,218564.0762946472,207384.4498617248,0,0,368938.33685861295,377037.50089154084,0,0,0,365392.25306401076,417438.64915681427,458467.75856184465,656.1400529098532,411451.1109682632,213739.13246801755,161956.03684732007,0,0,0,0,219698.588003937,0,106299.80409534452,0,107326.68030142214,106595.4420992735,0,0,
878,353.23007869465243,22.894355555555556,250856.37700073275,258624.18411804165,230429.194436035,231104.8440759274,262131.70685302804,257698.96796264636,703788.4700341817,703994.9039202855,1704717.1556152313,1050534.2714453137,1031264.2910491925,707765.2259338399,3579359.750798361,3725547.082922347,5069880.332779519,3504043.2693542703,371392.5865856925,360149.83426391595,5133253.633795145,5292226.71248777,478165.7198779293,473789.3289562975,352696.19960205234,478413.5517321761,2628646.4479901115,3032406.591648576,2626222.1798248184,2614653.241334218,2575840.580199576,2894951.6668042,
898,314.9886253501697,1.739445555555555,76286.28042102049,80852.01700769048,76310.77445950321,80144.19828253162,90737.15266381831,88057.63154464713,133277.02718792734,111941.0327954407,164386.63183656315,131319.29013723764,960947.3314944154,130123.8465894163,148965.88733711236,156768.47280386367,199575.79797564686,1094383.9451259463,100439.56951580812,95380.32382214346,189141.21391462724,196964.10169784568,100178.10184521489,107306.28017175288,96138.10784527597,108919.70517254644,1069058.147468017,183494.0023992004,150777.90670016484,157265.49991625975,140659.66845935816,194618.97233027653,
924,377.22912820395084,33.4871,53248.336230467685,106368.3958813502,80643.44417724732,129623.36780090193,67492.2060107431,126412.13698120168,27825.071558532036,44891.596445923715,60251.55587707416,43968.96688842691,29051.414960936432,28696.20019103943,50317.8215606694,39032.407867432514,50423.98546508823,46959.01257354752,31767.913371581388,27815.2576965329,44357.329653319706,48261.49753601076,202900.50257842804,211573.82835449444,35743.960300902756,246892.0173773188,116348.24645995973,230533.2369677699,118335.64735595952,114855.69440673947,89581.92403808248,180682.3650244117,
931,473.20100133971454,18.229326923076922,0,1604.2317631530414,441663.24327056855,436378.6084573369,625.3557077026285,0,1508352.9159927382,1422522.952412109,1024.3519641113148,780.544197387685,1569.3372399902028,1424389.86384491,59156.96738403329,61079.66683288517,852.1336254883001,42699.44372070368,394036.03106170695,411152.3514617923,854.5624999999754,1702.1220629882894,3100.0104837036733,866.8808251953012,363322.25317108113,859.4389831543328,7160.627260436919,0,4623.103660278331,2214.0009112548537,1562.7989416504254,0,
968,500.3807968981071,30.203005555555556,1291296.707055663,1197438.755161131,1545398.8987304687,137890.6939501955,1511526.8095861818,1242816.865227053,1456657.3679357925,893989.9421972668,1154394.4296777348,1067739.0661010754,1946942.8340914897,1215011.6609741203,1213757.2270239252,1264927.577216799,1165655.9644335927,1129264.8013427726,1904854.737905274,1496974.7619824223,1500869.8539648429,1233728.880385742,1539347.6555834974,1534470.8363183588,1230422.762521974,1488579.1655981452,1551670.157609862,1419188.6768139638,1080819.9031835943,1181657.2166430673,1318732.5881689452,1557027.000070801,
1087,463.1786653500729,20.92705,226654.09408416733,1390.5751815796236,229256.72720306416,218588.15031677223,0,0,616895.3249249245,591290.6139517234,0,0,667.050303268437,605301.0954656971,1333186.1365939297,1346171.6794091845,0,1355861.0627383385,637955.7350073241,604195.3082247922,606.1779058837811,0,0,0,631425.4203236373,0,1570495.5645574944,615.6505054473918,1555428.117103886,1576314.1488578827,764.087971496572,0,
1149,475.18032094790783,23.43109803921569,180312.05672912614,0,149032.65437133756,154734.52730316148,0,0,471866.4931207291,444609.2023583977,0,0,0,454692.73822876054,1851359.3796948302,1877835.7634497012,0,1867232.0480395567,215988.7057208245,264516.60608398495,0,1423.9299999999814,0,0,251132.20228271553,0,2403460.5752560417,0,2395266.705201715,2403374.6065197685,746.8508796691945,0,
1206,485.1417851017567,9.184175555555555,157170.20221987923,0,152171.39625366195,153475.22910745203,0,0,14253.782616790777,13537.298280120844,0,0,0,14512.542585723895,45258.2370343169,44360.0445234071,0,44149.221231933385,15065.170045623723,16249.316203002938,0,0,0,0,15843.896843139642,0,48264.589699264725,0,43087.18704025278,44844.31469323732,0,0,
1404,475.1796390803904,26.659766666666666,0,0,183284.3039135739,181114.51958770823,0,0,691675.5740747065,652629.897397463,0,0,0,682899.7596301249,1205989.730466306,1199788.3930059846,2203.087707519546,1261913.5758251923,348605.2320709238,351794.311842652,0,0,0,0,351048.72197631764,0,558536.5992517082,0,532141.0431384272,558322.6230725101,0,0,
1605,469.16632459936386,9.243944444444445,129274.66421713273,637.958500000005,102035.18474096667,129164.11860794031,0,0,11608.79229591367,10420.418974121068,0,0,0,8135.766923400901,38342.21679447926,35136.161047081245,0,26088.58783538804,13976.568466529865,9618.952257614179,611.0483907775825,638.860651290895,0,0,10888.487061370855,0,31083.969827698,0,33620.17906893925,37822.83252035527,0,0,
1814,919.3697869815935,12.506527777777778,75405.32752001945,0,85850.92742614767,75946.73062728885,0,0,413131.2500872809,427071.2801053775,0,0,0,419890.89153088414,961016.8133837566,967685.3920786757,0,964148.5187204744,63992.672998413145,55025.31598605309,0,0,0,0,65605.27222375522,0,7068.344057098376,0,7816.367231903106,7217.174639846782,0,0,
